Lfd.-Nr.:;Objektname;BNr.:;Sorte botanisch;Objekt_Nr;Objektname_Zusatz;Baumrevier;Produkt;Sorte deutsch;örtlicher Bezug;HausNr.:;Hausnr Zusatz;Hochwert;Rechtswert;Status Baumstandort;Schadstufe;Pflegekategorie;Datum_Erfassung;Bemerkung;Pflanzjahr;Standalter;Stammanzahl;Stammumfang;Stammdurchmesser;Pflegestufe;letzte_Kontrolle_am;nächste_Regelkontrolle;letzte_Kontrolle_von;Fälldatum;Fällgrund;Baumscheibenfläche;Baumhöhe;Kronendurchmesser;Baumscheibenbreite;Baumscheibenlänge;Baumscheibenradius;Baumscheibenoberfläche;Unterpflanzung;Standort;Einfassung;Wassersack;Giessring
863;Oderstraße;53;53 Tilia intermedia 'Pallida' (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 21. Ecke Weichselstraße;;;5818979.332;396064.1598;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.12.13;"04.12.2013 Notiz: Stadtbaumkampagne: Pflege bis Okt. 2015
Bewässerung 2020";2013;7;1;28;9;2 Pflegestufe 2 (Standard);29.04.20;28.04.21;Engelke Lisa;;;3;6;3;;;;;;Baumscheibe;;FALSCH;FALSCH
864;Oderstraße;70;70 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 7. Ecke Jessnerstraße;;;5818889.666;396238.7123;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;44;14;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4.5;7;5;;;;;;;;FALSCH;FALSCH
865;Oderstraße;71;71 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 7;;;5818884.284;396246.4349;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;62;20;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4.5;8;5;;;;;;;;FALSCH;FALSCH
866;Oderstraße;72;72 Gleditsia triacanthos f. Inermis (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Gleditschie 'Inermis';Nr. 6;6;;5818877.341;396256.5756;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;22.07.16;;2016;4;1;22;7;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;;5;2;;;;;;;;FALSCH;FALSCH
867;Oderstraße;73;73 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 5;;;5818872.115;396263.7522;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;47;15;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4.5;8;5;;;;;;;;FALSCH;FALSCH
868;Oderstraße;74;74 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 5;;;5818865.874;396273.1129;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;38;12;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4.5;6;3;;;;;;;;FALSCH;FALSCH
869;Oderstraße;75;75 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 4;;;5818858.932;396283.0196;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;57;18;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4.5;8;5;;;;;;;;FALSCH;FALSCH
870;Oderstraße;76;76 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 4;;;5818852.379;396292.3803;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;64;20;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4.5;8;6;;;;;;;;FALSCH;FALSCH
871;Oderstraße;77;77 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 3;;;5818846.217;396302.209;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;50;16;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4;7;5;;;;;;;;FALSCH;FALSCH
872;Oderstraße;78;78 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 3. Ecke Dossestraße;;;5818838.182;396314.3779;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;58;18;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4;9;5;;;;;;;;FALSCH;FALSCH
873;Oderstraße;79;79 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 2. Ecke Dossestraße;;;5818824.765;396334.5814;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;50;16;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4;7;4;;;;;;;;FALSCH;FALSCH
874;Oderstraße;80;80 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 2;;;5818817.667;396344.4101;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;44;14;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4;8;5;;;;;;;;FALSCH;FALSCH
875;Oderstraße;81;81 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 1;;;5818812.284;396352.9907;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;53;17;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4;7;5;;;;;;;;FALSCH;FALSCH
876;Oderstraße;82;82 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 1;;;5818807.292;396360.3233;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;54;17;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4;8;6;;;;;;;;FALSCH;FALSCH
877;Oderstraße;83;83 Gleditsia triacanthos (aktiv);ODERSTRA;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Dreidorniger Lederhülsenbaum;Nr. 1. Ecke Gürtelstraße;;;5818800.974;396369.762;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;17.09.10;17.09.2010 Notiz: Entwicklungspflege Firma bis Dezember 2012;2010;10;1;69;22;2 Pflegestufe 2 (Standard);27.04.20;26.04.21;Engelke Lisa;;;4.5;9;5;;;;;;;;FALSCH;FALSCH
878;Otto-Braun-Straße;1;1 Acer platanoides (aktiv);60112;Königstor;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Spitz-Ahorn;"neben HNr. 90 Hotel
neben HNr. 90 Parkplatzeinfahrt";;;5820885.634;393044.5599;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1270 Anlagenbaum;21.06.94;;1957;63;1;156;50;2 Pflegestufe 2 (Standard);19.03.19;17.03.20;Heering Nils;;;;17;10;;;;;Gehölze (Kleinsträucher);;;FALSCH;FALSCH
879;Otto-Braun-Straße;2;2 Tilia spec. (aktiv);60112;Königstor;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Linde;neben HNr. 90 Gehölze am Parkplatz;;;5820888.13;393050.9978;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;21.06.94;21.05.2012 Krone faul: Efeubewuchs;1961;59;1;134;43;2 Pflegestufe 2 (Standard);19.03.19;17.03.20;Heering Nils;;;;12;10;;;;Unzugänglicher Stammfuß;Gehölze (Bodendecker);;;FALSCH;FALSCH
880;Otto-Braun-Straße;3;3 Quercus spec. (aktiv);60112;Königstor;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Eiche;neben HNr. 90 Gehölze;;;5820891.207;393059.9606;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1270 Anlagenbaum;21.06.94;21.05.2012 Krone faul: Efeubewuchs;1977;43;1;95;30;2 Pflegestufe 2 (Standard);19.03.19;17.03.20;Heering Nils;;;;12;6.5;;;;Unzugänglicher Stammfuß;Gehölze (Bodendecker);;;FALSCH;FALSCH
881;Otto-Braun-Straße;17;17 Tilia spec. (aktiv);60112;Königstor;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Linde;am Weg;;;5820900.143;393091.35;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;21.06.94;21.06.1994 Totholz (Starkäste): Bei Starkäste Totholz entfernen.;1952;68;1;150;48;2 Pflegestufe 2 (Standard);19.03.19;17.03.20;Heering Nils;;;1.2;25;13.5;;;;Wegedecke versiegelt;;;;FALSCH;FALSCH
882;Petersburger Straße;38;38 Tilia intermedia 'Pallida' (aktiv);PETERSBU;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Mittelstreifen ggü Petersburger Platz;;;5820117.517;394917.2774;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;02.02.17;20.08.19 Wassersack;2018;2;1;25;8;2 Pflegestufe 2 (Standard);20.08.19;18.08.20;Baier Jana;;;;6;1;;;;Rindenmulch;;;;FALSCH;FALSCH
883;Petersburger Straße;71;71 Tilia intermedia 'Pallida' (aktiv);PETERSBU;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Mittelstreifen ggü Nr. 90;;;5819740.771;395048.8258;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;02.02.17;20.08.19 Wassersack;2018;2;1;25;8;2 Pflegestufe 2 (Standard);20.08.19;18.08.20;Baier Jana;;;;6;1;;;;Rindenmulch;;;;FALSCH;FALSCH
884;Petersburger Straße;134;134 Tilia intermedia 'Pallida' (aktiv);PETERSBU;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Mittelstreifen ggü Ebelingstr.;;;5820392.321;394824.4425;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;02.02.17;20.08.19 Wassersack;2018;2;1;22;7;2 Pflegestufe 2 (Standard);20.08.19;18.08.20;Baier Jana;;;;5;1;;;;Rindenmulch;;;;FALSCH;FALSCH
885;Petersburger Straße;39/1;39/1 Tilia intermedia 'Pallida' (aktiv);PETERSBU;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Mittelstreifen. Ecke Mühsamstraße;;;5820034.87;394949.8656;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;03.03.17;20.08.19 Wassersack;2018;2;1;24;8;2 Pflegestufe 2 (Standard);20.08.19;18.08.20;Baier Jana;;;;6;1;;;;Rindenmulch;;;;FALSCH;FALSCH
886;Pettenkoferstraße;1;1 Sophora japonica (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Japanischer Schnurbaum;Nr. 2a;;;5819423.589;396402.7978;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.08.08;;2005;15;1;84;27;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;8;3;5;;;;Unzugänglicher Stammfuß;Gehölze (Kleinsträucher);;;FALSCH;FALSCH
887;Pettenkoferstraße;2;2 Sophora japonica (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Japanischer Schnurbaum;Nr. 2b;;;5819438.194;396396.977;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.08.08;;2005;15;1;78;25;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;8;7;5;;;;Unzugänglicher Stammfuß;Gehölze (Kleinsträucher);;;FALSCH;FALSCH
888;Pettenkoferstraße;3;3 Sophora japonica (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Japanischer Schnurbaum;Nr. 2b;;;5819454.027;396390.447;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.08.08;;2005;15;1;75;24;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;4;7;5;;;;;Gehölze (Kleinsträucher);;;FALSCH;FALSCH
889;Pettenkoferstraße;4;4 Sophora japonica (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Japanischer Schnurbaum;Nr. 3;;;5819468.217;396383.5213;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.08.08;;2005;15;1;85;27;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;4;7;5;;;;Unzugänglicher Stammfuß;Gehölze (Kleinsträucher);;;FALSCH;FALSCH
890;Pettenkoferstraße;5;5 Sophora japonica (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Japanischer Schnurbaum;Nr. 4;;;5819483.335;396378.1159;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.08.08;;2005;15;1;80;25;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;8;7;5;;;;Unzugänglicher Stammfuß;Gehölze (Kleinsträucher);;;FALSCH;FALSCH
891;Pettenkoferstraße;6;6 Sophora japonica (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Japanischer Schnurbaum;Nr. 4a;;;5819498.453;396371.6125;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.08.08;;2005;15;1;78;25;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;8;7;5;;;;Unzugänglicher Stammfuß;Gehölze (Kleinsträucher);;;FALSCH;FALSCH
892;Pettenkoferstraße;7;7 Sophora japonica (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Japanischer Schnurbaum;Nr. 4b;;;5819504.788;396369.0787;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.08.08;;2005;15;1;83;26;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;;7;4;;;;Unzugänglicher Stammfuß;Gehölze (Kleinsträucher);;;FALSCH;FALSCH
893;Pettenkoferstraße;8;8 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 4c;;;5819525.48;396363.0821;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.08.09;;2008;12;1;45;14;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;5.83;3;1;2.65;2.2;;;;;;FALSCH;FALSCH
894;Pettenkoferstraße;9;9 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 4c;;;5819529.872;396361.0551;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.08.09;;2008;12;1;35;11;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.5;3;1;2.6;2.5;;;;;;FALSCH;FALSCH
895;Pettenkoferstraße;11;11 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 5;;;5819549.551;396353.3693;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.08.09;;2008;12;1;43;14;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.76;3;1.5;2.6;2.6;;;;;;FALSCH;FALSCH
896;Pettenkoferstraße;12;12 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 5;5;;5819553.774;396351.7645;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;08.02.17;;2016;4;1;22;7;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.66;5;1;2.6;2.56;;;;;;FALSCH;FALSCH
897;Pettenkoferstraße;14;14 Tilia spec. (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Linde;Nr. 6;6;;5819571.426;396344.8389;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;;25.09.19 Wassersack;2017;3;1;18;6;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;7.5;4;1;2.5;3;;Rindenmulch;;;;FALSCH;FALSCH
898;Pettenkoferstraße;16;16 Sorbus intermedia (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Oxelbeere. Schwedische Mehlbeere;Nr. 7;;;5819598.849;396334.5352;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;13.07.93;"13.07.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
13.07.1993 Wurzelraum beeinträchtigt: trächtigt.
10.05.2006 Stammschaden: Anfahrschaden";1992;28;1;62;20;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;2.94;7;3;1.25;2.35;;;;;;FALSCH;FALSCH
899;Pettenkoferstraße;17;17 Pyrus calleryana 'Chanticleer' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Chinesische Wild-Birne;Nr. 8;8;;5819611.067;396329.0401;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;30.10.18;;2019;1;1;19;6;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.5;5;1;2.6;2.5;;Private Bepflanzung;;;Fremdeinfassung;FALSCH;FALSCH
900;Pettenkoferstraße;19;19 Sorbus intermedia (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Oxelbeere. Schwedische Mehlbeere;Nr. 9;;;5819617.541;396326.7645;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;13.07.93;"13.07.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
13.07.1993 Wurzelraum beeinträchtigt: trächtigt.
10.05.2006 Stammschaden: Anfahrschaden";1992;28;1;67;21;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;4.88;7;4;1.25;3.9;;Rindenmulch;;;;FALSCH;FALSCH
901;Pettenkoferstraße;21;21 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 9;;;5819631.308;396320.2611;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.08.09;;2008;12;1;46;15;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.5;3;1;2.5;2.6;;Rindenmulch;;;;FALSCH;FALSCH
902;Pettenkoferstraße;22;22 Ginkgo biloba (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Fächerblattbaum;Nr. 10;;;5819641.215;396316.8246;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;06.05.19;;2016;4;1;12;4;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;7.5;3;1;2.5;3;;Private Bepflanzung;;;;FALSCH;FALSCH
903;Pettenkoferstraße;26;26 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 12;;;5819674.551;396302.778;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;39;12;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.5;3;1.5;2.6;2.5;;;;;;FALSCH;FALSCH
904;Pettenkoferstraße;27;27 Sorbus intermedia (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Oxelbeere. Schwedische Mehlbeere;Nr. 13;;;5819692.879;396296.0213;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;13.07.93;"13.07.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
13.07.1993 Wurzelraum beeinträchtigt: trächtigt.";1992;28;1;53;17;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;10;7;3;5;2;;Private Bepflanzung;;;;FALSCH;FALSCH
905;Pettenkoferstraße;28;28 Sorbus intermedia (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Oxelbeere. Schwedische Mehlbeere;Nr. 13;;;5819699.213;396294.3321;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;13.07.93;"13.07.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
13.07.1993 Wurzelraum beeinträchtigt: trächtigt.
10.05.2006 Stammschaden: 70 x 30 cm straßenseitig";1992;28;1;65;21;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;3.51;7;3.5;0.9;3.9;;;;;;FALSCH;FALSCH
906;Pettenkoferstraße;31;31 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 16;;;5819746.257;396273.724;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;40;13;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.24;3;1.5;2.6;2.4;;;;;;FALSCH;FALSCH
907;Pettenkoferstraße;32;32 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 17A;;;5819770.835;396261.8152;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;46;15;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;10.78;3;1.5;4.9;2.2;;;;;;FALSCH;FALSCH
908;Pettenkoferstraße;33;33 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 18;;;5819782.828;396256.4098;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;45;14;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;11;3;1;5;2.2;;;;;;FALSCH;FALSCH
909;Pettenkoferstraße;34;34 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 18;;;5819788.065;396254.974;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;40;13;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;11.44;3;1;5.2;2.2;;;;;;FALSCH;FALSCH
910;Pettenkoferstraße;35;35 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 20-24 Schule;;;5819830.97;396239.0956;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;41;13;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.25;3;1;2.5;2.5;;;;;;FALSCH;FALSCH
911;Pettenkoferstraße;36;36 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 20-24 Schule;;;5819850.311;396231.6632;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;46;15;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.25;3;1;2.5;2.5;;;;;;FALSCH;FALSCH
912;Pettenkoferstraße;38;38 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 20-24 Schule;;;5819889.585;396215.3625;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;42;13;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.25;3;1;2.5;2.5;;;;;;FALSCH;FALSCH
913;Pettenkoferstraße;39;39 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 20-24 Schule;;;5819895.075;396213.4199;aktiv;4 sehr geschädigt / Schädigungsgrad 61- 90%;1210 Straßenbaum;04.08.09;;2008;12;1;38;12;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;7.54;3;1;2.6;2.9;;;;;;FALSCH;FALSCH
